bird_y,pipe_x,BIRD_VELOCITY,pipe_gap_y,reward
1042,300,-7.0,88,0.1
1036,297,-6.5,88,0.1
1030,294,-6.0,88,0.1
1025,291,-5.5,88,0.1
1020,288,-5.0,88,0.1
1016,285,-4.5,88,0.1
1012,282,-4.0,88,0.1
1009,279,-3.5,88,0.1
1006,276,-3.0,88,0.1
1004,273,-2.5,88,0.1
1002,270,-2.0,88,0.1
1001,267,-1.5,88,0.1
1000,264,-1.0,88,0.1
1000,261,-0.5,88,0.1
1000,258,0.0,88,0.1
1001,255,0.5,88,0.1
1002,252,1.0,88,0.1
1004,249,1.5,88,0.1
1006,246,2.0,88,0.1
999,243,-7.5,88,0.1
992,240,-7.0,88,0.1
986,237,-6.5,88,0.1
980,234,-6.0,88,0.1
975,231,-5.5,88,0.1
968,228,-7.5,88,0.1
961,225,-7.0,88,0.1
955,222,-6.5,88,0.1
949,219,-6.0,88,0.1
944,216,-5.5,88,0.1
937,213,-7.5,88,0.1
930,210,-7.0,88,0.1
924,207,-6.5,88,0.1
918,204,-6.0,88,0.1
913,201,-5.5,88,0.1
906,198,-7.5,88,0.1
899,195,-7.0,88,0.1
893,192,-6.5,88,0.1
887,189,-6.0,88,0.1
882,186,-5.5,88,0.1
877,183,-5.0,88,0.1
870,180,-7.5,88,0.1
863,177,-7.0,88,0.1
857,174,-6.5,88,0.1
851,171,-6.0,88,0.1
846,168,-5.5,88,0.1
841,165,-5.0,88,0.1
834,162,-7.5,88,0.1
827,159,-7.0,88,0.1
821,156,-6.5,88,0.1
815,153,-6.0,88,0.1
810,150,-5.5,88,0.1
803,147,-7.5,88,0.1
796,144,-7.0,88,0.1
790,141,-6.5,88,0.1
784,138,-6.0,88,0.1
779,135,-5.5,88,0.1
772,132,-7.5,88,0.1
765,129,-7.0,88,0.1
759,126,-6.5,88,0.1
753,123,-6.0,88,0.1
748,120,-5.5,88,0.1
741,117,-7.5,88,0.1
734,114,-7.0,88,0.1
728,111,-6.5,88,0.1
722,108,-6.0,88,0.1
717,105,-5.5,88,0.1
710,102,-7.5,88,0.1
703,99,-7.0,88,0.1
697,96,-6.5,88,0.1
691,93,-6.0,88,0.1
686,90,-5.5,88,0.1
679,87,-7.5,88,0.1
672,84,-7.0,88,0.1
666,81,-6.5,88,0.1
660,78,-6.0,88,0.1
655,75,-5.5,88,0.1
648,72,-7.5,88,0.1
641,69,-7.0,88,0.1
635,66,-6.5,88,0.1
629,63,-6.0,88,0.1
624,60,-5.5,88,0.1
619,57,-5.0,88,0.1
612,54,-7.5,88,0.1
605,51,-7.0,88,0.1
599,48,-6.5,88,-1
300,597,0,83,0.1
300,594,0,83,0.1
300,591,0,83,0.1
300,588,0,83,0.1
300,585,0,83,0.1
300,582,0,83,0.1
300,579,0,83,0.1
300,576,0,83,0.1
300,573,0,83,0.1
300,570,0,83,0.1
300,567,0,83,0.1
300,564,0,83,0.1
300,561,0,83,0.1
300,558,0,83,0.1
300,555,0,83,0.1
300,552,0,83,0.1
300,549,0,83,0.1
300,546,0,83,0.1
300,543,0,83,0.1
300,540,0,83,0.1
300,537,0,83,0.1
300,534,0,83,0.1
300,531,0,83,0.1
300,528,0,83,0.1
300,525,0,83,0.1
300,522,0,83,0.1
300,519,0,83,0.1
300,516,0,83,0.1
300,513,0,83,0.1
300,510,0,83,0.1
300,507,0,83,0.1
300,504,0,83,0.1
300,501,0,83,0.1
300,498,0,83,0.1
300,495,0,83,0.1
300,492,0,83,0.1
300,489,0,83,0.1
300,486,0,83,0.1
300,483,0,83,0.1
300,480,0,83,0.1
300,477,0,83,0.1
300,474,0,83,0.1
300,471,0,83,0.1
300,468,0,83,0.1
300,465,0,83,0.1
300,462,0,83,0.1
300,459,0,83,0.1
300,456,0,83,0.1
300,453,0,83,0.1
300,450,0,83,0.1
300,447,0,83,0.1
300,444,0,83,0.1
300,441,0,83,0.1
300,438,0,83,0.1
300,435,0,83,0.1
300,432,0,83,0.1
300,429,0,83,0.1
300,426,0,83,0.1
300,423,0,83,0.1
300,420,0,83,0.1
300,417,0,83,0.1
300,414,0,83,0.1
300,411,0,83,0.1
300,408,0,83,0.1
300,405,0,83,0.1
300,402,0,83,0.1
300,399,0,83,0.1
300,396,0,83,0.1
293,393,-7.5,83,0.1
286,390,-7.0,83,0.1
280,387,-6.5,83,0.1
274,384,-6.0,83,0.1
269,381,-5.5,83,0.1
264,378,-5.0,83,0.1
260,375,-4.5,83,0.1
256,372,-4.0,83,0.1
253,369,-3.5,83,0.1
250,366,-3.0,83,0.1
248,363,-2.5,83,0.1
246,360,-2.0,83,0.1
